"scientific_name","hosts"
"Scirtothrips dorsalis","Abelmoschus esculentus (okra), Acacia (wattles), Acacia auriculiformis (northern black wattle), Acacia baileyana (cootamundra wattle), Acacia brownii, Acalypha indica (Indian copperleaf), Acca sellowiana, Acer buergerianum (trident maple), Acer palmatum (Japanese maple), Acer sieboldianum, Actinidia arguta (tara vine), Actinidia chinensis (Chinese gooseberry), Actinidia deliciosa (kiwifruit), Actinidia polygama, Aesculus turbinata (Japanese horse-chestnut), Akebia quinata (five-leaf akebia), Akebia trifoliata, Albizia julibrissin (silk tree), Allium cepa (onion), Allium sativum (garlic), Alnus firma, Alnus japonica (Japanese alder), Alternanthera sessilis (sessile joyweed), Amaranthus (amaranth), Amaranthus blitum (livid amaranth), Ampelopsis brevipedunculata (Amur amelopsis), Anacardium occidentale (cashew nut), Annona, Annona cherimola (cherimoya), Annona squamosa (sugar apple), Arachis, Arachis hypogaea (groundnut), Aralia elata (Japanese aralia), Ardisia japonica, Asimina triloba (Pawpaw-apple), Asparagus officinalis (asparagus), Aucuba japonica (Japanese aucuba), Azadirachta indica (neem tree), Beta vulgaris (beetroot), Brownea, Buxus microphylla (little-leaf box), Calliandra surinamensis, Callicarpa japonica, Camellia japonica (camellia), Camellia sasanqua (Sasanqua), Camellia sinensis (tea), Campsis grandiflora, Capsella bursa-pastoris (shepherd's purse), Capsicum (peppers), Capsicum annuum (bell pepper), Capsicum frutescens (chilli), Carya illinoinensis (pecan), Castanea crenata (Japanese chestnut), Castanopsis cuspidata (chinkapin), Castanopsis sieboldii, Celtis sinensis (Chinese elm), Centrosema pubescens (Centro), Cercidiphyllum japonicum (katsura), Chaenomeles japonica (Japanese quince), Chionanthus retusus, Cinnamomum camphora (camphor laurel), Cinnamomum insulari-montanum, Citrullus lanatus (watermelon), Citrus, Citrus aurantiifolia (lime), Citrus junos (yuzu), Citrus maxima (pummelo), Citrus natsudaidai (natsudaidai), Citrus sinensis (sweet orange), Citrus tachibana, Citrus unshiu (satsuma), Clerodendrum trichotomum, Clethra barbinervis, Cleyera japonica, Colocasia esculenta (taro), Conyza canadensis (Canadian fleabane), Crataegus pinnatifida, Cucumis melo (melon), Cucumis sativus (cucumber), Cucurbita pepo (marrow), Cynodon dactylon (Bermuda grass), Cytisus scoparius (Scotch broom), Dahlia pinnata (garden dahlia), Daphne odora (Winter daphne), Desmanthus leptophyllus, Deutzia crenata, Dimocarpus longan (longan tree), Diospyros kaki (persimmon), Distylium racemosum (isu), Elaeagnus umbellata (autumn olive), Elaeocarpus sylvestris, Enkianthus campanulatus, Enkianthus cernuus, Enkianthus perulatus (white enkianthus), Eriobotrya deflexa, Eriobotrya japonica (loquat), Eucalyptus globulus (Tasmanian blue gum), Euonymus alatus (winged spindle), Euonymus japonicus (Japanese spindle tree), Euphorbia pulcherrima (poinsettia), Eurya emarginata, Eurya japonica, Fagopyrum esculentum (buckwheat), Fatsia japonica (Japanese aralia), Ficus, Ficus carica (common fig), Ficus erecta, Ficus sarmentosa var. nipponica, Firmiana simplex, Forsythia suspensa, Forsythia viridissima, Fortunella japonica (round kumquat), Fragaria (strawberry), Fragaria ananassa (strawberry), Fragaria chiloensis (Chilean strawberry), Gardenia jasminoides (cape jasmine), Ginkgo biloba (kew tree), Glycine max (soyabean), Gossypium (cotton), Gossypium hirsutum (Bourbon cotton), Hamamelis japonica, Helianthus annuus (sunflower), Helicia cochinchinensis, Hevea, Hevea brasiliensis (rubber), Hibiscus mutabilis (cottonrose), Hibiscus syriacus (shrubby althaea), Hydrangea (hydrangeas), Hydrangea involucrata, Hydrangea macrophylla (French hydrangea), Hypericum monogynum, Hypericum patulum, Ilex crenata (Japanese holly), Ilex integra (mochi), Ilex micrococca, Ilex rotunda (kurogane holly), Illicium anisatum (Japanese star-anise tree), Ipomoea batatas (sweet potato), Ipomoea triloba (three-lobe morning glory), Ischaemum rugosum (saramollagrass), Juglans mandshurica (Manchurian walnut), Kadsura japonica, Lablab purpureus (hyacinth bean), Lagerstroemia indica (Indian crape myrtle), Lantana camara (lantana), Laurus nobilis (sweet bay), Leptospermum scoparium (manuka), Ligustrum japonicum (Japanese privet), Liriodendron tulipifera (tuliptree), Litchi chinensis (lichi), Lithocarpus edulis, Litsea acuminata, Lonicera japonica (Japanese honeysuckle), Lycium chinense (chinese wolfberry), Lyonia ovalifolia, Magnolia hypoleuca (japanese big-leaved magnolia), Magnolia kobus, Magnolia liliiflora (Lily magnolia), Mahonia bealei, Mahonia japonica (Japanese mahonia), Mallotus japonicus, Malus domestica (apple), Malus micromalus, Mangifera indica (mango), Manihot esculenta (cassava), Manilkara zapota (sapodilla), Melia azedarach (Chinaberry), Melilotus indica (Indian sweetclover), Millettia japonica, Mimosa (sensitive plants), Mimosa invisa, Mimosa pudica (sensitive plant), Momordica charantia (bitter gourd), Morus (mulberrytree), Morus australis, Murraya paniculata (orange jessamine), Myrica rubra, Nandina domestica (Nandina), Nelumbo, Nelumbo, Nelumbo lutea, Nelumbo nucifera (sacred lotus), Nelumbo nucifera (sacred lotus), Nephelium lappaceum (rambutan), Nerium oleander (oleander), Nicotiana tabacum (tobacco), Nicotiana tabacum (tobacco), Olea europaea, Osmanthus, Osmanthus fragrans, Osmanthus heterophyllus (holly olive), Ottochloa nodosa (slender panicgrass), Parthenocissus tricuspidata (Boston ivy), Paspalum conjugatum (buffalo grass), Passiflora edulis (passionfruit), Passiflora foetida (red fruit passion flower), Paulownia tomentosa (paulownia), Perilepta dyeriana, Persea americana (avocado), Persea thunbergii, Phaseolus vulgaris (common bean), Phellodendron amurense (amur cork tree), Photinia glabra, Photinia serratifolia, Pieris japonica (Lily-of-the-valley shrub), Pittosporum tobira (Japanese pittosporum), Platanus orientalis (plane), Podocarpus macrophyllus (Long-leaf podocarpus), Podocarpus nagi, Poncirus trifoliata (Trifoliate orange), Populus deltoides (poplar), Portulaca oleracea (purslane), Pouteria campechiana (canistel), Prunus armeniaca (apricot), Prunus avium (sweet cherry), Prunus japonica (Japanese bush cherry tree), Prunus mume (Japanese apricot tree), Prunus persica (peach), Prunus salicina (Japanese plum), Prunus serrulata var. spontanea, Prunus tomentosa (Nanking cherry tree), Prunus yedoensis, Prunus zippeliana, Pseudocydonia sinensis (Chinese quince), Punica granatum (pomegranate), Pyracantha angustifolia (Narrow-leaf firethorn), Pyrus (pears), Pyrus calleryana (bradford pear), Pyrus communis (European pear), Pyrus pyrifolia (Oriental pear tree), Quercus acutissima (sawtooth oak), Quercus dentata (daimyo oak), Quercus gilva, Quercus glauca (ring-cup oak), Quercus phillyraeoides (ubame oak), Quercus serrata (glandbearing oak), Rhododendron (Azalea), Rhododendron indicum (Satsuki azalea), Rhododendron japonicum (Japanese azalea), Rhododendron metternichii, Rhododendron mucronulatum, Rhus chinensis (nutgal sumac), Rhynchospora colorata, Ricinus, Ricinus communis (castor bean), Ricinus communis (castor bean), Rosa (roses), Rosa multiflora (multiflora rose), Rosa rugosa (rugosa rose), Rubus (blackberry, raspberry), Rubus buergeri, Rubus crataegifolius, Rubus palmatus, Salix gracilistyla (big catkin willow), Sambucus racemosa (red-berried elder), Saraca, Sciadopitys verticillata (parasol pine), Solanum (nightshade), Solanum americanum, Solanum lycopersicum (tomato), Solanum melongena (aubergine), Spiraea cantoniensis (Reeves spirea), Spiraea japonica (Japanese spirea), Spiraea thunbergii (Thunberg's spiraea), Stachyurus praecox, Stauntonia hexaphylla, Stewartia monadelpha, Stewartia pseudocamellia, Styrax japonica, Synsepalum dulcificum, Syzygium samarangense (water apple), Tamarindus indica (tamarind), Tephrosia vogelii (Vogel's tephrosia), Theobroma cacao, Toxicodendron succedaneum (wax tree), Triadica sebifera (Chinese tallow tree), Tridax procumbens (coat buttons), Ulmus parvifolia (lacebark elm), Vaccinium bracteatum, Vaccinium corymbosum (blueberry), Viburnum, Viburnum odoratissimum, Viburnum plicatum, Viburnum sieboldii, Vicia sativa subsp. nigra, Vigna radiata (mung bean), Vitis (grape), Vitis ficifolia, Vitis vinifera (grapevine), Weigela floribunda, Weigela hortensis, Wisteria floribunda (Japanese wisteria), Zanthoxylum ailanthoides, Zanthoxylum piperitum, Zanthoxylum schinifolium, Zea mays subsp. mays (sweetcorn), Zelkova serrata (Japanese selkova), Ziziphus jujuba (common jujube), Ziziphus mauritiana (jujube)"
"Frankliniella australis","Acacia caven (Roman cassie), Acacia dealbata (acacia bernier), Acacia saligna (coojong), Acaena pinnatifida, Actinidia deliciosa (kiwifruit), Adesmia, Adesmia confusa, Adesmia trijuga, Allium cepa (onion), Aloysia citrodora (lemon verbena), Amaranthus deflexus (Perennial Pigweed), Astragalus arequipensis, Atriplex lampa, Baccharis, Berberis grevilleana, Bidens andicola, Bidens aurea, Bidens pilosa (blackjack), Brassica nigra (black mustard), Brassica nigra (black mustard), Brassica rapa (field mustard), Bromus catharticus (prairiegrass), Bulnesia retama, Calendula officinalis (Pot marigold), Capsicum annuum (bell pepper), Carica papaya (pawpaw), Cestrum parqui (Chilean jessamine), Chamomilla recutita (common chamomile), Chenopodium album (fat hen), Chenopodium quinoa (quinoa), Chrysanthemum (daisy), Chuquiraga erinacea, Cirsium vulgare (spear thistle), Commelina communis (common dayflower), Convolvulus arvensis (bindweed), Cordia decandra, Cydonia oblonga (quince), Cyperus rotundus (purple nutsedge), Echinopsis candicans, Eruca vesicaria (purple-vein rocket), Fabiana densa, Fabiana imbricata, Flourensia thurifera, Fragaria ananassa (strawberry), Fumaria officinalis (common fumitory), Galega, Galinsoga parviflora (gallant soldier), Helminthotheca echioides (bristly oxtongue), Hordeum murinum (mouse barley), Junellia seriphioides, Lamium amplexicaule (henbit deadnettle), Larrea cuneifolia, Larrea nitida, Lepidium draba (hoary cress), Leucostele atacamensis, Malus domestica (apple), Malva parviflora (pink cheeseweed), Medicago sativa (lucerne), Melilotus albus (honey clover), Mutisia oligodon, Nardophyllum armatum, Nicotiana glauca (tree tobacco), Opuntia sulphurea, Parastrephia, Parastrephia lepidophylla, Paulownia tomentosa (paulownia), Persea americana (avocado), Petunia, Pisum sativum (pea), Plantago lanceolata (ribwort plantain), Plantago lanceolata (ribwort plantain), Prosopis alpataco, Prosopis ferox, Prosopis nigra, Proustia cuneifolia, Prunus avium (sweet cherry), Prunus cerasus (sour cherry), Prunus domestica (plum), Prunus persica (peach), Pyrus communis (European pear), Raphanus sativus (radish), Rapistrum rugosum, Rosa (roses), Rubus idaeus (raspberry), Schinus areira, Senecio clivicola, Senecio subulatus, Senecio vulgaris, Senecio vulgaris, Senna cumingii, Sisymbrium irio, Sisymbrium officinale (Hedge mustard), Solanum lycopersicum (tomato), Solanum muricatum (melon pear), Solanum remyanum, Solanum tuberosum (potato), Sonchus asper (spiny sow-thistle), Sonchus oleraceus (common sowthistle), Sphaeralcea miniata, Taraxacum officinale, Tessaria absinthioides, Trifolium (clovers), Veronica persica (creeping speedwell), Vicia faba (faba bean), Vicia sativa (common vetch), Vitis vinifera (grapevine), Zuccagnia punctata"
"Tomato yellow ring orthotospovirus","Alstroemeria (Inca lily), Althaea (hollyhocks), Amaranthus (amaranth), Anemone (windflower), Arachis hypogaea (groundnut), Arum, Bougainvillea, Calendula (marigolds), Canna x hortensis, Capsicum annuum (bell pepper), Chenopodium album (fat hen), Chenopodium giganteum (large lambsquarters), Chenopodium quinoa (quinoa), Chrysanthemum morifolium (chrysanthemum (florists')), Cineraria, Cucumis sativus (cucumber), Cuscuta (dodder), Dahlia, Datura metel (Hindu datura), Datura stramonium (jimsonweed), Dianthus (carnation), Ficus benjamina (weeping fig), Gazania (treasure-flower), Glycine max (soyabean), Gomphrena globosa (globe amaranth), Helianthus annuus (sunflower), Jasminum (jasmine), Lonicera caprifolium, Magnolia, Nicotiana benthamiana, Nicotiana rustica (wild tobacco), Nicotiana tabacum (tobacco), Pelargonium hortorum, Pericallis cruenta (common cineraria), Petunia hybrida, Phaseolus vulgaris (common bean), Portulaca oleracea (purslane), Rosa (roses), Rosa damascena (Damask rose), Rosmarinus officinalis (rosemary), Saintpaulia ionantha (African violet), Solanum lycopersicum (tomato), Solanum melongena (aubergine), Solanum nigrum (black nightshade), Solanum tuberosum (potato), Taraxacum officinale complex (dandelion), Vicia faba (faba bean), Vigna radiata (mung bean), Vigna unguiculata (cowpea)"
"Xanthomonas citri pv. punicae","Punica granatum (pomegranate)"
"Euphorbia heterophylla","Allium cepa (onion), Arachis hypogaea (groundnut), Glycine max (soyabean), Gossypium (cotton), Saccharum officinarum (sugarcane), Solanum lycopersicum (tomato), Vigna unguiculata (cowpea), Vitis (grape), Zea mays (maize)"
"Lymantria dispar dispar","Abies balsamea (balsam fir), Acacia (wattles), Acer (maples), Acer negundo (box elder), Acer pensylvanicum (striped maple), Acer platanoides (Norway maple), Acer rubrum (red maple), Acer saccharinum (silver maple), Acer saccharum (sugar maple), Acer spicatum (Mountain maple), Acer velutinum, Alnus (alders), Alnus alnobetula (green alder), Alnus glutinosa (European alder), Alnus incana (grey alder), Alnus maritima, Alnus oblongifolia, Alnus rubra (red alder), Alnus serrulata, Amelanchier (serviceberries), Amelanchier canadensis (thicket serviceberry), Amelanchier intermedia, Aronia melanocarpa (black chokeberry), Azaleas [Rhododendron], Berberis vulgaris (European barberry), Betula (birches), Betula alleghaniensis (yellow birch), Betula davurica (Mongolian birch), Betula lenta (sweet birch), Betula nigra (river birch), Betula occidentalis (water birch), Betula papyrifera (paper birch), Betula pendula (common silver birch), Betula populifolia (gray birch), Betula pubescens (Downy birch), Betula pumila (low birch), Carpinus (hornbeams), Carpinus caroliniana (American hornbeam), Carya (hickories), Carya cordiformis (bitternut hickory), Carya glabra (Pignut hickory), Carya ovata (shagbark hickory), Carya tomentosa, Castanea (chestnuts), Castanea dentata (American chestnut), Castanea sativa (chestnut), Cedrus (cedars), Cedrus libani (cedar of Lebanon), Celtis occidentalis (hackberry), Chamaecyparis thyoides (Atlantic white cedar), Clethra alnifolia, Comptonia peregrina (sweetfern), Cornus (dogwood), Cornus florida (flowering dogwood), Cornus sericea (redosier dogwood), Corylus, Corylus americana (American hazel), Corylus avellana (hazel), Corylus cornuta (beaked hazel), Corylus heterophylla (Siberian hazel), Cotinus coggygria (fustet), Cotinus obovatus, Crataegus (hawthorns), Cydonia oblonga (quince), Diospyros (malabar ebony), Diospyros virginiana (persimmon (common)), Eubotrys racemosa, Eucalyptus, Eucalyptus camaldulensis (red gum), Fagus (beeches), Fagus grandifolia (American beech), Fagus sylvatica (common beech), Fraxinus (ashes), Fraxinus americana (white ash), Fraxinus nigra (black ash), Fraxinus pennsylvanica (downy ash), Fraxinus quadrangulata (blue ash), Gaultheria procumbens (aromatic wintergreen), Gaylussacia baccata (black huckleberrry (USA)), Gaylussacia frondosa (dangleberry), Gleditsia triacanthos (honey locust), Gymnocladus dioica [Gymnocladus dioicus], Hamamelis virginiana (Virginian witch-hazel), Ilex laevigata, Ilex opaca (American holly), Iris versicolor, Juglans (walnuts), Juglans cinerea (butternut), Juglans nigra (black walnut), Juniperus communis (common juniper), Juniperus virginiana (eastern redcedar), Kalmia angustifolia (sheep laurel), Kalmia latifolia (mountain laurel), Larix (larches), Larix decidua (common larch), Larix gmelinii (Dahurian larch), Larix kaempferi (Japanese larch), Larix laricina (American larch), Larix lyallii (subalpine larch), Larix occidentalis (western larch), Lespedeza bicolor (bicolor lespedeza), Ligustrum vulgare (common privet), Liquidambar styraciflua (sweet gum), Liriodendron tulipifera (tuliptree), Litchi chinensis (lichi), Lithocarpus edulis, Lyonia ligustrina, Maackia amurensis, Malus (ornamental species apple), Malus angustifolia, Malus coronaria (sweet crab-apple), Malus domestica (apple), Malus fusca, Malus ioensis (prairie crab-apple), Morus alba (mora), Myrica caroliniensis, Myrica gale (waxberry), Nyssa sylvatica (tupelo), Ostrya carpinifolia (hop-hornbeam), Ostrya virginiana (American hophornbeam), Parrotia persica (Persian ironwood), Picea (spruces), Picea abies (common spruce), Picea engelmannii (Engelmann spruce), Picea glauca (white spruce), Picea jezoensis (Yeddo spruce), Picea mariana (black spruce), Picea rubens (red spruce), Pinus (pines), Pinus armandii (Armand&apos;s pine), Pinus brutia (brutian pine), Pinus contorta (lodgepole pine), Pinus echinata (shortleaf pine), Pinus monticola (western white pine), Pinus radiata (radiata pine), Pinus resinosa (red pine), Pinus rigida (pitch pine), Pinus strobus (eastern white pine), Pinus sylvestris (Scots pine), Pinus sylvestris var. mongolica, Pinus tabuliformis (Chinese pine), Pinus taeda (loblolly pine), Pistacia vera (pistachio), Platanus acerifolia (London planetree), Platanus occidentalis (sycamore), Populus (poplars), Populus alba (silver-leaf poplar), Populus angustifolia (narrow-leaved poplar), Populus balsamifera (balm of Gilead), Populus deltoides (poplar), Populus grandidentata (Bigtooth aspen), Populus heterophylla (Swamp cottonwood), Populus nigra (black poplar), Populus nigra var. italica, Populus tremuloides (trembling aspen), Prunus (stone fruit), Prunus americana (American plum), Prunus armeniaca (apricot), Prunus avium (sweet cherry), Prunus cerasifera (myrobalan plum), Prunus cerasus (sour cherry), Prunus domestica (plum), Prunus maritima (beach plum), Prunus pensylvanica (pin cherry), Prunus salicina (Japanese plum), Prunus serotina (black cherry), Prunus serrulata (Japanese flowering cherry), Prunus virginiana (common chokecherrytree), Pseudotsuga menziesii (Douglas-fir), Pyrus calleryana (bradford pear), Pyrus communis (European pear), Pyrus ussuriensis (amur pear), Quercus (oaks), Quercus alba (white oak), Quercus austrina, Quercus bicolor (swamp white oak), Quercus castaneifolia, Quercus cerris (European Turkey oak), Quercus coccinea (scarlet oak), Quercus ellipsoidalis (Northern pin oak), Quercus garryana (Garry oak), Quercus ilex (holm oak), Quercus ilicifolia (bear oak), Quercus imbricaria (Shingle oak), Quercus lobata (California white oak), Quercus macrocarpa (mossy-cup oak), Quercus michauxii (Swamp chestnut oak), Quercus mongolica (Mongolian oak), Quercus montana (basket oak), Quercus muehlenbergii (Chinquapin oak), Quercus palustris (pin oak), Quercus petraea (durmast oak), Quercus prinoides (Dwarf chinquapin oak), Quercus robur (common oak), Quercus rubra (northern red oak), Quercus stellata (Post oak), Quercus suber (cork oak), Quercus velutina (black oak), Rhus copallina [Rhus copallinum], Rhus copallinum, Rhus glabra (smooth sumac), Rhus typhina (staghorn sumac), Ribes rubrum (red currant), Robinia (locust), Robinia pseudoacacia (black locust), Rosa (roses), Rosa rubiginosa (sweet briar), Rosa virginiana (Virginia rose), Rubus (blackberry, raspberry), Rumex crispus (curled dock), Salix (willows), Salix alba (white willow), Salix babylonica (weeping willow), Salix discolor, Salix exigua (sandbar willow), Salix fragilis (crack willow), Salix nigra (black willow), Sambucus canadensis (American black elderberry), Sassafras, Sassafras albidum (common sassafras), Sorbus americana (American mountainash), Sorbus aucuparia (mountain ash), Spiraea tomentosa (hardhack), Symplocarpus foetidus, Taxodium distichum (bald cypress), Thuja occidentalis (Eastern white cedar), Tilia (limes), Tilia americana (basswood), Tilia cordata (small-leaf lime), Toxicodendron radicans (poison ivy), Tsuga (hemlocks), Tsuga canadensis (eastern hemlock), Ulmus (elms), Ulmus americana (American elm), Ulmus glabra (mountain elm), Ulmus rubra (slippery elm), Vaccinium (blueberries), Vaccinium angustifolium (lowbush blueberry), Vaccinium corymbosum (blueberry), Vaccinium macrocarpon (cranberry), Vaccinium vacillans, Viburnum acerifolium (mapleleaf viburnum), Viburnum dentatum (arrowwood viburnum), Viburnum lentago (sheepberry), Viburnum opulus (guelder rose), Vitis labrusca (fox grape)"
"Gibberella circinata","Pinus arizonica (Arizona pine), Pinus attenuata (knobcode pine), Pinus ayacahuite (Mexican white pine), Pinus canariensis (Canary pine), Pinus cembroides (Mexican pine), Pinus clausa (sand pine), Pinus contorta (lodgepole pine), Pinus contorta subsp. contorta (lodgepole pine), Pinus coulteri (big-cone pine), Pinus densiflora (Japanese umbrella pine), Pinus discolor (border pinyon pine), Pinus douglasiana, Pinus durangensis (Durango pine), Pinus echinata (shortleaf pine), Pinus elliottii var. densa (South Florida slash pine), Pinus elliottii var. elliottii (slash pine), Pinus elliottii (slash pine), Pinus glabra (spruce pine), Pinus greggii (Gregg's pine), Pinus halepensis (Aleppo pine), Pinus hartwegii (Hartweg pine), Pinus jeffreyi (Jeffrey pine), Pinus lambertiana (big pine), Pinus leiophylla (smooth-leaved pine), Pinus luchuensis (luchu pine), Pinus maximinoi (thin-leaf pine), Pinus michoacana (Michoacan pine), Pinus montezumae (montezuma pine), Pinus muricata (bishop pine), Pinus nigra subsp. larico, Pinus occidentalis (Haitian pine), Pinus oocarpa (ocote pine), Pinus palustris (longleaf pine), Pinus patula (Mexican weeping pine), Pinus pinaster (maritime pine), Pinus pinea (stone pine), Pinus ponderosa (ponderosa pine), Pinus pringlei, Pinus pseudostrobus (pseudostrobus pine), Pinus pseudostrobus var. apulcensis, Pinus radiata (radiata pine), Pinus rigida (pitch pine), Pinus sabiniana (digger pine), Pinus strobus (Eastern white pine), Pinus sylvestris (Scots pine), Pinus taeda (loblolly pine), Pinus tecunumanii, Pinus teocote (twisted leaf pine), Pinus thunbergii (Japanese black pine), Pinus torreyana (torrey pine), Pinus virginiana (scrub pine), Pseudotsuga menziesii (Douglas-fir)"
"Carthamus oxyacanthus","Allium cepa, Beta vulgaris, Brassica campestris, Brassica juncea, Brassica napus, Cicer arietinum, Citrus sinensis, Hordeum vulgare, Lens culinaris, Olea europaea, Pisum sativum, Solanum tuberosum, Triticum aestivum, Vicia faba, Vitis vinifera"
"Tecia solanivora","Solanaceae"
"Ipomoea aquatica","Oryza sativa (rice)"
"Tridax procumbens","Agave sisalana (sisal hemp), Anacardium occidentale (cashew nut), Ananas comosus (pineapple), Arachis hypogaea (groundnut), Camellia sinensis (tea), Capsicum (peppers), Citrus, Coffea arabica (arabica coffee), Corchorus (jutes), Dioscorea alata (white yam), Elaeis guineensis (African oil palm), Eriobotrya japonica (loquat), Glycine max (soybean), Gossypium (cotton), Helianthus annuus (sunflower), Hevea brasiliensis (rubber), Hibiscus sabdariffa (Roselle), Ipomoea batatas (sweet potato), Mangifera indica (mango), Manihot esculenta (cassava), Morus alba (mora), Morus nigra (black mulberry), Musa (banana), Nicotiana tabacum (tobacco), Oryza (rice (generic level)), Oryza sativa (rice), Persea americana (avocado), Phaseolus (beans), Phaseolus vulgaris (common bean), Psidium guajava (guava), Saccharum officinarum (sugarcane), Sesamum indicum (sesame), Solanum lycopersicum (tomato), Sorghum bicolor (sorghum), Theobroma cacao (cocoa), Triticum aestivum (wheat), Vigna unguiculata (cowpea), Zea mays (maize), Ziziphus mauritiana (jujube)"
"Thrips major","Acacia cyanophylla [A. saligna], Allium scorodoprasum, Alnus cordata (Italian alder), Amygdalus communis [Prunus dulcis], Artemisia vulgaris (mugwort), Asphodelus spp., Atriplex patula (common orache), Avena sativa (oats), Barbarea vulgaris (common wintercress (UK)), Bellis sp., Berberis sp., Berteroa incana (hoary alyssum), Beta vulgaris (beetroot), Betula nana (dwarf (arctic)- birch (UK)), Calicotome villosa, Calystegia sepium (great bindweed), Capsella bursa-pastoris (shepherd's purse), Capsicum annuum (bell pepper), Castanea sativa (chestnut), Centaurea cristata, Centaurea cyanus (cornflower), Centaurea jacea (brown knapweed), Ceratonia siliqua (carob), Chamerion angustifolium [Epilobium angustifolium], Chenopodium album (fat hen), Chenopodium spp., Chrysanthemum sp., Cichorium intybus (chicory), Cirsium arvense (creeping thistle), Cirsium canum, Cirsium rivulare, Citrus aurantium (sour orange), Citrus limon (lemon), Citrus paradisi, Citrus reticulata (mandarin), Citrus sinensis (sweet orange), Citrus spp., Cladium mariscus, Clematis spp., Clematis vitalba (old man's beard), Convolvulus arvensis (bindweed), Coronilla varia, Crataegus sp., Cucumis sativus (cucumber), Cytisus scoparius (Scotch broom), Dactylis glomerata (cocksfoot), Daucus carota (carrot), Diplotaxis erucoides, Diplotaxis spp., Elaeagnus sp., Erica arborea (Tree heath), Erigeron sp., Eriobotrya japonica (loquat), Erysimum cheiranthoides (Treacle mustard), Eucalyptus spp., Euphorbia amygdaloides, Euphorbia spp., Filipendula ulmaria (queen-of-the-meadow), Fragaria x ananassa, Fraxinus angustifolia (narrow-leaved ash), Galium mollugo (Hedge bedstraw), Galium palustre, Galium sp., Hydrangea sp., Inula helenium (Elecampane), Jasione montana, Leucanthemum ircutianum, Ligustrum ovalifolium (california privet), Linaria vulgaris (common toadflax), Lithospermum arvense, Lobularia maritima (sweet alyssum), Lunaria rediviva, Lupinus polyphyllus (garden lupin), Lychnis flos-cuculi, Lysimachia vulgaris, Lythrum salicaria (purple loosestrife), Malus domestica (apple), Malva sylvestris, Matricaria chamomilla [Chamomilla recutita], Matricaria matricarioides [Chamomilla suaveolens], Matricaria perforata (false chamomile), Melilotus albus (honey clover), Molinia caerulea, Nerium oleander (oleander), Olea europaea, Phaseolus vulgaris (common bean), Picris hieracioides (hawkweed oxtongue), Pistacia terebinthus (terebinth pistachio), Poa annua (annual meadowgrass), Polygonum aubertii [Fallopia aubertii], Polygonum aviculare (prostrate knotweed), Prunus armeniaca (apricot), Prunus avium (sweet cherry), Prunus domestica (plum), Prunus persica (peach), Pyracantha sp., Pyrus communis (European pear), Pyrus elaeagnifolia [P. elaeagrifolia], Quercus sp., Ranunculus acris (Meadow buttercup), Ranunculus arvensis (Corn buttercup), Ranunculus repens (creeping buttercup), Reynoutria japonica [Fallopia japonica], Rhododendron tomentosum, Rosa spp., Rubus fruticosus (blackberry), Rubus sp., Salix babylonica (weeping willow), Salix sp., Sambucus nigra (elder), Sanguisorba officinalis, Securigera varia [Coronilla varia], Senecio nemorensis, Senecio vulgaris, Serratula tinctoria, Silene latifolia, Solanum nigrum [S. americanum], Solidago canadensis (Canadian goldenrod), Solidago gigantea (giant goldenrod), Sonchus arvensis (perennial sowthistle), Spartium junceum (Spanish broom), Styrax sp., Thlaspi sp., Tilia tomentosa (silver lime), Trifolium pratense (red clover), Trifolium repens (white clover), Tripleurospermum inodorum, Triticum aestivum (wheat), Urtica dioica (stinging nettle), Vicia faba (faba bean), Zea mays (maize)"
